type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day
PAYMENT,5730.46,9804.0,4073.54,0.0,0.0,0
CASH_IN,247243.06,9499954.0,9747197.0,2450213.2,2202970.2,18
DEBIT,363.14,274978.0,274614.88,1328774.8,1329138.0,22
CASH_OUT,153754.06,0.0,0.0,355929.6,509683.62,11
PAYMENT,6296.81,268166.0,261869.19,0.0,0.0,22
PAYMENT,18212.69,0.0,0.0,0.0,0.0,18
PAYMENT,10335.37,142326.72,131991.34,0.0,0.0,18
CASH_IN,90408.55,9131875.0,9222283.0,757460.25,667051.7,10
CASH_OUT,218588.19,683.0,0.0,0.0,218588.19,18
PAYMENT,18789.81,268879.12,250089.33,0.0,0.0,18
CASH_IN,304074.28,2232665.0,2536739.2,2410412.2,2106337.8,14
PAYMENT,253.7,41929.01,41675.31,0.0,0.0,23
CASH_OUT,213097.22,31912.0,0.0,854928.56,1068025.8,13
CASH_OUT,40318.18,4639.0,0.0,1356274.1,1396592.2,17
CASH_OUT,272725.97,9909.0,0.0,4497882.0,4770608.0,11
CASH_IN,20177.82,18142058.0,18162236.0,776958.25,756780.44,12
PAYMENT,4281.96,143412.2,139130.25,0.0,0.0,18
CASH_OUT,573509.0,0.0,0.0,4305536.5,4879045.5,17
CASH_IN,284855.0,0.0,284855.0,2156329.5,1871474.5,17
PAYMENT,6909.33,0.0,0.0,0.0,0.0,16
PAYMENT,31237.93,453.0,0.0,0.0,0.0,16
PAYMENT,1140.97,254443.0,253302.03,0.0,0.0,20
CASH_OUT,150480.2,41873.0,0.0,76728.79,227209.0,15
CASH_OUT,122499.3,0.0,0.0,197657.19,320156.5,9
PAYMENT,5085.49,127375.41,122289.92,0.0,0.0,19
TRANSFER,110758.67,32623.88,0.0,419407.38,530166.0,17
PAYMENT,1190.99,0.0,0.0,0.0,0.0,17
CASH_IN,118028.85,10479.0,128507.85,0.0,0.0,19
CASH_IN,325993.56,18929950.0,19255944.0,559590.3,233596.77,20
CASH_OUT,8680.39,108007.74,99327.35,3377497.8,3386178.2,12
PAYMENT,28982.58,0.0,0.0,0.0,0.0,20
CASH_OUT,95907.56,34.0,0.0,0.0,95907.56,11
PAYMENT,4854.99,228023.84,223168.86,0.0,0.0,20
PAYMENT,17629.36,0.0,0.0,0.0,0.0,11
TRANSFER,1105088.8,25465.0,0.0,137975.95,1243064.6,16
PAYMENT,10846.51,123.0,0.0,0.0,0.0,19
CASH_OUT,97488.33,0.0,0.0,3015954.8,3113443.2,16
PAYMENT,6286.12,40126.0,33839.88,0.0,0.0,20
CASH_OUT,104487.58,0.0,0.0,5786752.5,5891240.0,9
CASH_IN,59306.72,22125.0,81431.72,28756.0,0.0,19
CASH_OUT,195329.81,42955.0,0.0,13200.69,208530.52,11
CASH_OUT,193563.88,6595.0,0.0,1882792.2,2076356.1,14
CASH_IN,217200.08,8959257.0,9176457.0,669065.3,451865.22,12
CASH_OUT,100388.32,29270.0,0.0,0.0,100388.32,22
PAYMENT,22324.25,8438.55,0.0,0.0,0.0,12
CASH_OUT,16402.13,10062.0,0.0,1776682.1,1793084.2,12
PAYMENT,1729.58,50401.0,48671.42,0.0,0.0,23
CASH_IN,267567.53,29934.0,297501.53,0.0,0.0,10
CASH_OUT,218108.39,0.0,0.0,5324365.0,5542473.5,17
CASH_OUT,324817.88,10605.0,0.0,475556.06,800373.94,19
CASH_OUT,268677.72,15046.0,0.0,4747257.0,5015935.0,11
CASH_OUT,99756.91,102262.0,2505.09,0.0,99756.91,21
CASH_IN,52889.37,948920.44,1001809.75,809082.56,896556.1,17
PAYMENT,11209.65,61250.03,50040.38,0.0,0.0,23
CASH_IN,337270.12,5892883.0,6230153.0,693074.06,355803.9,19
TRANSFER,462953.1,0.0,0.0,845352.6,1308305.8,23
CASH_OUT,125936.98,31873.21,0.0,800349.2,926286.1,19
CASH_OUT,192599.12,350231.0,157631.88,0.0,192599.12,17
PAYMENT,1611.75,233804.22,232192.47,0.0,0.0,16
PAYMENT,2233.67,160902.33,158668.66,0.0,0.0,21
PAYMENT,28614.6,50717.0,22102.4,0.0,0.0,10
CASH_OUT,114515.73,0.0,0.0,4020910.0,4135425.8,19
CASH_OUT,16975.01,3580.0,0.0,277690.62,294665.62,16
CASH_OUT,271229.94,99805.0,0.0,0.0,271229.94,11
CASH_IN,61201.26,341778.47,402979.72,320132.25,258930.98,16
TRANSFER,715031.94,11151.0,0.0,0.0,715031.94,15
CASH_OUT,208118.98,0.0,0.0,751680.7,959799.6,12
CASH_OUT,527741.4,17357.43,0.0,871119.44,1111357.2,12
CASH_OUT,185488.06,15326.0,0.0,0.0,185488.06,13
CASH_IN,180199.88,16955664.0,17135864.0,2169412.8,1989213.0,14
CASH_IN,242053.06,34827.0,276880.06,269289.94,27236.87,11
CASH_OUT,60186.39,147275.33,87088.94,111021.16,171207.55,19
PAYMENT,4534.73,0.0,0.0,0.0,0.0,11
CASH_OUT,44186.77,82778.0,38591.23,0.0,44186.77,18
CASH_OUT,104044.4,57817.0,0.0,25261.39,241968.47,9
PAYMENT,3013.14,99250.83,96237.69,0.0,0.0,10
TRANSFER,230945.5,14269.0,0.0,0.0,230945.5,20
CASH_OUT,34970.67,158018.77,123048.1,952403.4,987374.06,17
CASH_OUT,167008.77,0.0,0.0,1005923.56,1172932.4,19
PAYMENT,8331.08,0.0,0.0,0.0,0.0,15
CASH_IN,135584.81,13235.0,148819.81,81631.57,0.0,18
CASH_IN,215566.38,35321.0,250887.38,116379.16,0.0,17
CASH_IN,78269.54,2109748.2,2188017.8,215614.81,137345.28,9
CASH_OUT,207853.6,0.0,0.0,15465936.0,15673790.0,16
TRANSFER,111272.28,19869.0,0.0,84784.27,196056.55,0
PAYMENT,10386.05,0.0,0.0,0.0,0.0,15
CASH_IN,388739.75,547919.56,936659.4,558011.6,169271.84,13
TRANSFER,1085637.5,1085637.5,0.0,0.0,0.0,22
PAYMENT,2679.34,379296.5,376617.16,0.0,0.0,13
TRANSFER,112670.4,31567.0,0.0,4817328.0,4929998.5,20
PAYMENT,9269.98,23267.71,13997.74,0.0,0.0,16
PAYMENT,2650.47,988.0,0.0,0.0,0.0,17
CASH_IN,152996.73,10761203.0,10914200.0,873035.56,720038.8,10
CASH_OUT,81768.61,0.0,0.0,892699.8,974468.44,14
PAYMENT,25415.58,0.0,0.0,0.0,0.0,14
TRANSFER,50738.84,0.0,0.0,4358965.0,4409704.0,14
CASH_IN,314649.62,0.0,314649.62,214481.19,0.0,14
CASH_IN,258556.48,20775.0,279331.47,0.0,0.0,12
CASH_OUT,166343.62,33658.34,0.0,498770.38,665114.0,23
PAYMENT,17339.54,240104.38,222764.84,0.0,0.0,11
CASH_OUT,28181.58,0.0,0.0,247746.56,350437.78,18
CASH_IN,344785.53,10781.0,355566.53,0.0,0.0,14
PAYMENT,4241.78,148.0,0.0,0.0,0.0,17
CASH_IN,137116.44,3575123.2,3712239.5,1798101.8,1660985.4,23
CASH_IN,90892.95,194230.0,285122.94,786852.9,695959.94,18
CASH_OUT,91872.29,0.0,0.0,123255.03,215127.31,17
PAYMENT,12429.23,0.0,0.0,0.0,0.0,22
CASH_OUT,55596.91,0.0,0.0,4279497.5,4267206.5,15
CASH_OUT,259064.05,0.0,0.0,1045635.5,1304699.5,21
CASH_OUT,117393.14,0.0,0.0,512596.03,629989.2,18
CASH_IN,193205.7,725752.4,918958.06,829873.56,636667.9,22
CASH_OUT,13415.85,51927.0,38511.15,0.0,13415.85,20
PAYMENT,28937.01,141830.08,112893.07,0.0,0.0,20
PAYMENT,4509.52,45558.0,41048.48,0.0,0.0,16
CASH_OUT,166183.38,0.0,0.0,876771.6,1042955.0,12
CASH_OUT,137518.06,0.0,0.0,221650.38,359168.44,10
CASH_OUT,131137.73,1217552.8,1086415.0,9978269.0,10109407.0,12
CASH_OUT,226877.22,31818.0,0.0,190805.92,417683.16,11
CASH_IN,183616.56,26436700.0,26620316.0,4773608.5,4958802.5,12
CASH_IN,439892.75,4681493.0,5121386.0,733365.4,1205373.5,16
TRANSFER,315902.12,294615.6,0.0,565789.8,881691.94,19
CASH_IN,139608.84,7476951.5,7616560.5,1373645.6,1827769.5,18
TRANSFER,1320675.1,9707.0,0.0,65778.71,1386453.9,16
CASH_IN,342951.47,1027906.2,1370857.6,2836328.0,2493376.5,18
PAYMENT,7389.13,59692.0,52302.87,0.0,0.0,17
PAYMENT,12592.58,0.0,0.0,0.0,0.0,16
PAYMENT,2570.97,105705.0,103134.03,0.0,0.0,21
CASH_OUT,190603.1,222192.62,31589.53,885185.9,1075789.0,11
CASH_OUT,112432.08,10359.0,0.0,0.0,112432.08,20
PAYMENT,10156.89,32246.0,22089.11,0.0,0.0,22
CASH_OUT,187858.5,116943.0,0.0,32081.21,219939.72,14
CASH_IN,73627.14,6189282.5,6262909.5,233235.48,159608.34,16
CASH_OUT,62764.33,16973.0,0.0,0.0,62764.33,23
CASH_OUT,142957.9,0.0,0.0,227161.36,370119.25,22
PAYMENT,24986.32,0.0,0.0,0.0,0.0,15
CASH_IN,262544.62,7920858.0,8183402.5,1251778.0,989233.4,20
TRANSFER,206563.06,0.0,0.0,1516387.6,1689827.4,15
CASH_OUT,145439.72,806335.1,660895.44,4668110.5,7553221.5,19
CASH_IN,44822.73,1939979.8,1984802.5,3498172.0,3453349.2,10
CASH_OUT,115763.44,20159.0,0.0,0.0,211147.1,20
CASH_OUT,297188.97,18817.21,0.0,412997.62,710186.6,17
CASH_IN,48115.69,5307401.5,5355517.5,1104947.6,1056832.0,17
CASH_OUT,117871.46,5125.0,0.0,291841.03,409712.5,16
PAYMENT,12305.91,0.0,0.0,0.0,0.0,12
PAYMENT,18797.42,2002.0,0.0,0.0,0.0,16
CASH_OUT,292007.47,349.0,0.0,873792.2,1165799.6,19
CASH_IN,42832.62,9473739.0,9516572.0,518791.66,475959.03,17
CASH_IN,267819.66,202464.0,470283.66,480566.53,212746.88,23
CASH_IN,36851.82,29965.0,66816.82,141450.34,104598.52,15
CASH_OUT,28567.0,14630.0,0.0,0.0,28567.0,21
CASH_OUT,172317.55,0.0,0.0,6291916.0,6464233.5,11
CASH_OUT,215225.34,0.0,0.0,2737415.2,2952640.5,16
PAYMENT,56125.31,11450.0,0.0,0.0,0.0,18
PAYMENT,7372.27,50406.0,43033.73,0.0,0.0,23
CASH_OUT,35407.49,10413.0,0.0,255767.03,291174.53,20
CASH_OUT,267594.88,64.0,0.0,0.0,267594.88,10
CASH_OUT,522047.88,110508.0,0.0,59951.0,453194.3,10
CASH_IN,274645.7,49532.0,324177.7,11564131.0,11289485.0,12
CASH_OUT,304512.84,554631.3,250118.45,728955.3,1033468.2,15
CASH_OUT,117022.62,415.0,0.0,89803.67,206826.28,13
PAYMENT,21875.85,0.0,0.0,0.0,0.0,18
PAYMENT,16301.51,15128.0,0.0,0.0,0.0,20
CASH_OUT,237155.81,144959.19,0.0,0.0,237155.81,15
CASH_OUT,82761.96,0.0,0.0,1081469.5,1164231.5,12
PAYMENT,4243.82,927254.0,923010.2,0.0,0.0,13
CASH_IN,19636.24,140553.75,160189.98,1277509.6,1257873.4,17
CASH_OUT,150371.16,21311.0,0.0,669257.0,819628.1,18
CASH_OUT,219793.66,0.0,0.0,500741.44,720535.1,20
TRANSFER,489033.34,12846.01,0.0,2677005.5,3166038.8,14
CASH_OUT,122949.93,0.0,0.0,2333701.5,2456651.5,19
CASH_IN,96260.61,3952126.5,4048387.0,439144.06,342883.44,16
TRANSFER,35960.37,592789.9,556829.5,37342.72,73303.08,10
PAYMENT,4890.38,0.0,0.0,0.0,0.0,16
CASH_OUT,63330.94,0.0,0.0,268570.44,331901.38,18
PAYMENT,2642.18,0.0,0.0,0.0,0.0,23
PAYMENT,285.59,6402.0,6116.41,0.0,0.0,1
PAYMENT,5543.66,0.0,0.0,0.0,0.0,19
CASH_OUT,150651.19,11339.0,0.0,57269.81,207921.0,19
CASH_OUT,344996.25,21443.0,0.0,0.0,195837.77,13
CASH_OUT,309811.34,0.0,0.0,1490152.2,1799963.6,11
CASH_OUT,226642.53,0.0,0.0,283722.9,510365.44,12
CASH_OUT,13863.39,3916.0,0.0,432913.38,446776.75,12
CASH_OUT,232758.19,0.0,0.0,1203271.1,1436029.4,16
PAYMENT,18896.24,0.0,0.0,0.0,0.0,12
PAYMENT,3856.85,80636.7,76779.85,0.0,0.0,13
PAYMENT,5081.61,0.0,0.0,0.0,0.0,16
PAYMENT,15112.67,0.0,0.0,0.0,0.0,20
PAYMENT,9285.9,98747.42,89461.52,0.0,0.0,22
CASH_IN,200203.27,12817101.0,13017304.0,461059.12,260855.88,11
PAYMENT,15955.76,16394.0,438.24,0.0,0.0,12
CASH_IN,109182.09,350249.3,459431.4,681839.6,572657.5,17
PAYMENT,25804.68,0.0,0.0,0.0,0.0,22
CASH_IN,86379.1,39282.0,125661.1,4133685.2,4047306.0,18
PAYMENT,17830.99,136106.45,118275.46,0.0,0.0,21
CASH_OUT,103342.15,83806.0,0.0,31147.39,134489.55,20
CASH_OUT,239000.23,914714.0,675713.75,0.0,239000.23,17
CASH_OUT,64402.37,0.0,0.0,603762.25,668164.56,11
CASH_IN,466230.94,75398.0,541628.94,1099742.0,633511.06,18
CASH_OUT,94365.88,3330.0,0.0,0.0,94365.88,22
CASH_OUT,233661.9,0.0,0.0,685662.56,987814.25,17
PAYMENT,7188.25,48994.95,41806.7,0.0,0.0,13
PAYMENT,34.76,176183.73,176148.98,0.0,0.0,14
CASH_OUT,74368.82,0.0,0.0,180894.1,255262.9,11
CASH_OUT,19442.03,0.0,0.0,478840.3,498282.34,15
CASH_IN,103554.67,8306516.5,8410071.0,929910.94,826356.25,22
CASH_IN,201203.75,10163354.0,10364557.0,1317434.2,1116230.5,15
CASH_OUT,117720.33,0.0,0.0,15784214.0,15901934.0,13
CASH_OUT,32916.57,0.0,0.0,2164633.0,2197549.5,15
PAYMENT,9425.08,0.0,0.0,0.0,0.0,16
CASH_IN,344108.47,1983009.6,2327118.0,524278.56,147941.95,16
CASH_IN,77781.91,16701441.0,16779224.0,80741.05,2959.14,20
CASH_IN,36022.02,1328.0,37350.02,0.0,0.0,18
PAYMENT,11431.34,0.0,0.0,0.0,0.0,18
CASH_OUT,560229.1,2767.0,0.0,16383.91,576613.06,10
CASH_OUT,85806.88,0.0,0.0,481326.44,567133.3,10
CASH_IN,28141.87,8756957.0,8785099.0,3385528.0,3357386.0,19
PAYMENT,19158.14,0.0,0.0,0.0,0.0,22
PAYMENT,17846.0,19037.0,1191.0,0.0,0.0,15
CASH_OUT,288699.12,176424.48,0.0,1055787.4,1344486.5,13
CASH_IN,84574.59,6687.0,91261.59,2199344.5,2114769.8,12
CASH_OUT,96078.89,82132.0,0.0,1445235.5,1541314.4,12
PAYMENT,7793.85,0.0,0.0,0.0,0.0,20
PAYMENT,11129.41,0.0,0.0,0.0,0.0,19
CASH_OUT,17132.74,0.0,0.0,509130.12,1238432.5,10
CASH_OUT,123099.11,0.0,0.0,208728.38,331827.5,20
PAYMENT,23388.62,164413.0,141024.38,0.0,0.0,12
TRANSFER,33347.14,0.0,0.0,1089521.8,1272421.8,9
PAYMENT,2887.38,46424.91,43537.53,0.0,0.0,14
CASH_OUT,458564.2,1224453.1,765888.9,4449469.5,4718681.5,9
CASH_OUT,321969.4,75113.0,0.0,0.0,213648.52,15
CASH_OUT,18239.51,0.0,0.0,340466.56,358706.06,20
CASH_OUT,496270.38,0.0,0.0,907330.2,1403600.6,19
CASH_OUT,398603.53,2319.0,0.0,0.0,398603.53,16
PAYMENT,13493.78,25500.0,12006.22,0.0,0.0,13
CASH_IN,287781.44,7696860.0,7984641.0,976115.9,688334.44,21
CASH_OUT,73349.11,0.0,0.0,169788.88,243137.97,12
PAYMENT,71631.84,0.0,0.0,0.0,0.0,14
PAYMENT,2901.41,467344.62,464443.22,0.0,0.0,16
CASH_OUT,128998.3,0.0,0.0,265941.94,394940.25,9
CASH_OUT,127584.0,1795.0,0.0,90875.14,218459.14,14
TRANSFER,28723.35,0.0,0.0,107882.07,136605.42,17
PAYMENT,7235.85,32990.0,25754.15,0.0,0.0,12
CASH_IN,182726.12,101141.0,283867.12,391664.56,208938.45,13
TRANSFER,127402.9,10533.0,0.0,3260334.2,3387737.2,14
PAYMENT,11383.16,624787.44,613404.25,0.0,0.0,13
CASH_IN,294819.53,5341980.0,5636799.5,968491.06,673671.5,14
CASH_OUT,5648.82,30193.0,24544.18,21340.0,39554.84,18
CASH_IN,5572.17,5713098.5,5718670.5,13645.0,0.0,16
PAYMENT,2800.0,0.0,0.0,0.0,0.0,18
CASH_OUT,170485.12,0.0,0.0,779499.5,949984.6,16
CASH_IN,122882.4,131.0,123013.4,80774.15,0.0,10
CASH_IN,166236.4,1677714.9,1843951.2,566207.7,399971.25,18
CASH_IN,225035.31,49537.0,274572.3,0.0,0.0,12
CASH_IN,243732.4,2074025.4,2317757.8,9268579.0,9024847.0,14
PAYMENT,12874.05,0.0,0.0,0.0,0.0,16
PAYMENT,11895.82,0.0,0.0,0.0,0.0,20
CASH_IN,70373.61,4002541.5,4072915.0,372069.6,301696.0,21
CASH_OUT,130780.34,0.0,0.0,504907.78,635688.1,18
PAYMENT,11919.15,10519.0,0.0,0.0,0.0,10
CASH_IN,147381.45,10117.0,157498.45,0.0,0.0,20
CASH_IN,197461.67,1187031.5,1384493.1,298765.25,101303.58,16
PAYMENT,1790.26,0.0,0.0,0.0,0.0,13
CASH_OUT,39206.22,0.0,0.0,860796.8,900003.0,14
PAYMENT,20751.29,52430.0,31678.71,0.0,0.0,13
PAYMENT,17487.89,0.0,0.0,0.0,0.0,18
TRANSFER,384150.94,0.0,0.0,1770040.0,2154191.0,18
PAYMENT,2121.38,211050.06,208928.69,0.0,0.0,21
CASH_OUT,154585.1,0.0,0.0,348823.88,503408.94,10
CASH_OUT,101117.35,0.0,0.0,609811.1,710928.44,22
CASH_IN,19178.71,207037.0,226215.7,0.0,0.0,16
PAYMENT,24176.93,325010.25,300833.3,0.0,0.0,13
CASH_OUT,99774.01,0.0,0.0,4967532.0,5067306.0,19
CASH_OUT,116660.81,16449.0,0.0,0.0,29828.1,14
CASH_OUT,135216.44,0.0,0.0,1122830.8,1258047.2,23
CASH_OUT,16503.28,32647.12,16143.83,11197603.0,11214107.0,20
CASH_OUT,555117.2,115643.0,0.0,0.0,555117.2,10
CASH_OUT,7945.15,0.0,0.0,1329081.1,1337026.2,19
PAYMENT,17198.33,403650.0,386451.66,0.0,0.0,10
CASH_IN,203836.62,5863271.5,6067108.0,1097894.5,894057.94,14
PAYMENT,7102.31,0.0,0.0,0.0,0.0,21
TRANSFER,404891.97,19807.0,0.0,0.0,404891.97,17
CASH_OUT,117045.52,51762.59,0.0,503695.38,620740.94,19
PAYMENT,1191.72,21325.0,20133.28,0.0,0.0,9
CASH_OUT,301072.5,185374.0,0.0,1341608.0,1642680.5,12
PAYMENT,2981.82,72610.0,69628.18,0.0,0.0,11
CASH_OUT,216099.16,18894.0,0.0,0.0,216099.16,13
CASH_OUT,41070.01,0.0,0.0,198613.94,239683.95,11
PAYMENT,8100.16,0.0,0.0,0.0,0.0,13
TRANSFER,212078.62,0.0,0.0,3889558.8,4101637.5,14
CASH_IN,290054.1,8961359.0,9251413.0,304469.66,14415.58,13
PAYMENT,27960.04,256422.67,228462.62,0.0,0.0,9
CASH_OUT,51291.86,14.0,0.0,67737.98,119029.84,11
CASH_OUT,667131.56,39973.0,0.0,158212.92,825344.44,12
CASH_OUT,154047.19,16816.0,0.0,235.0,256380.77,8
CASH_IN,124562.24,32469.0,157031.23,12086.79,0.0,15
PAYMENT,11320.46,182051.7,170731.23,0.0,0.0,12
CASH_IN,40981.42,50095.0,91076.42,322566.56,281585.12,22
CASH_OUT,388001.56,11672.0,0.0,5370091.0,5758092.5,14
TRANSFER,340396.44,136.0,0.0,3899.67,344296.12,22
CASH_IN,36913.73,19768.0,56681.73,446948.3,410034.6,22
CASH_OUT,236929.02,0.0,0.0,901363.3,1138292.4,17
PAYMENT,19127.66,8475.0,0.0,0.0,0.0,18
PAYMENT,13378.52,30865.32,17486.8,0.0,0.0,11
CASH_IN,117682.12,2843198.0,2960880.0,911999.2,794317.06,13
CASH_IN,260972.78,50040.0,311012.78,774746.94,513774.16,13
CASH_OUT,41125.57,0.0,0.0,275651.7,316777.25,12
CASH_OUT,540850.2,702762.0,161911.8,0.0,540850.2,9
CASH_OUT,347445.12,0.0,0.0,2941150.0,3288595.2,23
PAYMENT,13697.72,17766.74,4069.02,0.0,0.0,23
CASH_IN,61730.84,22436.0,84166.84,767476.56,1270029.9,12
PAYMENT,14722.98,5260.0,0.0,0.0,0.0,22
PAYMENT,17598.96,3550.0,0.0,0.0,0.0,22
CASH_IN,173393.75,104789.0,278182.75,1274909.2,1101515.5,14
TRANSFER,666095.25,0.0,0.0,3156949.2,3823044.5,20
PAYMENT,91.57,0.0,0.0,0.0,0.0,14
CASH_OUT,231645.9,127.0,0.0,93986.5,325632.4,16
TRANSFER,1271781.5,0.0,0.0,1807541.1,3079322.5,22
CASH_IN,64152.27,6384789.5,6448941.5,2811283.2,2747131.0,13
CASH_OUT,89968.87,11225.0,0.0,0.0,89968.87,11
CASH_OUT,48079.87,0.0,0.0,1587669.0,1635748.9,14
CASH_OUT,375274.97,472882.03,97607.05,1072276.8,1447551.6,10
PAYMENT,4496.7,85608.24,81111.54,0.0,0.0,22
CASH_IN,80171.12,4242319.5,4322490.5,85677.9,5506.78,12
CASH_IN,264996.9,2740123.8,3005120.8,23113738.0,22848740.0,18
CASH_OUT,259848.05,115423.6,0.0,2493437.2,2753285.2,1
CASH_OUT,135169.66,218584.0,83414.34,419122.28,554291.94,12
CASH_OUT,140608.62,20514.0,0.0,1224907.0,1365515.6,18
TRANSFER,144760.42,400913.62,256153.22,8099040.0,8243800.5,12
DEBIT,3934.2,0.0,0.0,43825.7,47759.91,12
CASH_OUT,119012.3,11783.0,0.0,0.0,119012.3,11
CASH_IN,47056.58,143443.0,190499.58,220903.03,173846.44,12
TRANSFER,107948.04,16493.0,0.0,0.0,107948.04,15
TRANSFER,692542.1,10911.0,0.0,0.0,692542.1,12
CASH_IN,355940.8,2275675.8,2631616.5,1497700.9,1372628.5,9
TRANSFER,1055286.4,158381.0,0.0,7933667.0,8732246.0,11
CASH_OUT,62535.78,0.0,0.0,128811.12,191346.9,20
PAYMENT,13017.14,1960.0,0.0,0.0,0.0,23
PAYMENT,27120.5,28021.31,900.82,0.0,0.0,16
PAYMENT,2293.04,700085.3,697792.25,0.0,0.0,18
PAYMENT,23252.44,0.0,0.0,0.0,0.0,9
PAYMENT,2039.8,0.0,0.0,0.0,0.0,10
CASH_OUT,122880.1,12323.0,0.0,533948.7,656828.8,16
PAYMENT,11537.46,402041.75,390504.28,0.0,0.0,16
PAYMENT,20483.47,0.0,0.0,0.0,0.0,18
CASH_OUT,309177.9,0.0,0.0,800057.6,1109235.5,13
PAYMENT,7727.85,14521.0,6793.15,0.0,0.0,12
CASH_IN,23567.81,61206.88,84774.69,1682890.9,1659323.1,15
CASH_OUT,52547.45,17914.97,0.0,233023.06,285570.5,20
CASH_OUT,148468.25,0.0,0.0,249827.42,398295.7,15
CASH_IN,242386.3,23797802.0,24040188.0,298883.8,56497.51,15
CASH_IN,105861.89,5862083.0,5967944.5,254034.0,131435.16,10
CASH_OUT,48765.01,2116.0,0.0,10038.42,58803.44,13
CASH_OUT,146674.55,0.0,0.0,405073.47,551748.0,14
CASH_IN,211897.39,2185073.8,2396971.0,269027.44,57130.06,9
CASH_OUT,176864.2,21887.0,0.0,0.0,176864.2,21
TRANSFER,900736.0,0.0,0.0,5986268.0,6887004.0,11
PAYMENT,13568.01,20917.0,7348.99,0.0,0.0,22
CASH_OUT,60916.96,0.0,0.0,133469.27,194386.23,20
CASH_IN,305703.3,601.0,306304.3,0.0,0.0,11
CASH_IN,71774.77,2991002.5,3062777.2,718703.2,646928.44,12
CASH_IN,68488.88,19682448.0,19750938.0,2683426.2,2614937.5,19
CASH_IN,75818.19,2397225.5,2473043.5,189202.72,113384.52,17
CASH_OUT,136311.88,0.0,0.0,1619522.4,1755834.2,16
CASH_OUT,490020.94,536.0,0.0,0.0,490020.94,12
CASH_OUT,84143.33,0.0,0.0,121886.89,206030.2,18
PAYMENT,70200.06,224713.45,154513.4,0.0,0.0,12
CASH_OUT,129016.48,0.0,0.0,407803.0,536819.5,20
CASH_OUT,228328.61,0.0,0.0,3388556.8,3616885.5,13
CASH_IN,92930.85,15727239.0,15820170.0,354282.0,232399.62,20
CASH_IN,273362.7,21251.0,294613.7,0.0,0.0,17
CASH_OUT,330764.12,0.0,0.0,461742.7,762846.1,18
PAYMENT,4140.42,328569.72,324429.3,0.0,0.0,13
PAYMENT,2046.35,103503.0,101456.65,0.0,0.0,22
CASH_OUT,8471.79,0.0,0.0,1936730.1,1945201.9,16
PAYMENT,24968.5,12528.0,0.0,0.0,0.0,19
CASH_OUT,385226.75,0.0,0.0,396893.88,782120.6,13
CASH_OUT,46750.97,80289.0,33538.03,614803.0,661553.94,19
CASH_IN,503869.97,9872343.0,10376213.0,839221.7,335351.7,19
TRANSFER,583917.06,0.0,0.0,8678106.0,9262023.0,19
CASH_OUT,263427.7,0.0,0.0,1399075.0,1662502.8,20
PAYMENT,3599.33,0.0,0.0,0.0,0.0,20
PAYMENT,4412.64,0.0,0.0,0.0,0.0,17
CASH_IN,29800.2,3737739.5,3767539.8,30518.0,18180.9,19
TRANSFER,836128.9,329.0,0.0,0.0,836128.9,18
CASH_OUT,157452.4,50140.27,0.0,8301917.0,8459369.0,15
CASH_IN,77133.6,973679.3,1050812.9,1250021.4,1172887.8,21
CASH_IN,47661.78,3348803.8,3396465.5,1746806.6,1699144.8,10
PAYMENT,6808.88,14684.0,7875.12,0.0,0.0,23
PAYMENT,28776.46,0.0,0.0,0.0,0.0,12
TRANSFER,273631.78,0.0,0.0,671605.2,945237.0,12
CASH_OUT,191326.34,0.0,0.0,2028179.6,2219506.0,11
TRANSFER,50329.66,1793.0,0.0,206647.34,256977.02,1
CASH_OUT,452231.75,43891.0,0.0,1176170.1,1628401.9,17
CASH_IN,50092.63,3583.0,53675.63,214361.84,164269.2,19
CASH_OUT,454348.2,30198.0,0.0,1240438.5,1694786.8,10
CASH_OUT,139577.9,1048410.56,908832.7,747567.44,887145.3,12
CASH_OUT,129605.74,0.0,0.0,257980.42,387586.16,19
CASH_OUT,200022.4,154813.95,0.0,798330.56,998353.0,20
CASH_OUT,172282.19,0.0,0.0,1582608.6,1754890.8,19
CASH_OUT,99990.16,177793.7,77803.55,1843700.2,1943690.5,18
CASH_OUT,138013.06,257707.52,119694.46,1452673.9,1590687.0,13
PAYMENT,2826.16,0.0,0.0,0.0,0.0,15
CASH_OUT,66887.61,29844.0,0.0,77033.22,143920.83,12
CASH_OUT,43836.77,0.0,0.0,145599.48,189436.25,19
TRANSFER,633965.8,0.0,0.0,3975460.2,4609426.0,16
PAYMENT,16585.41,10821.0,0.0,0.0,0.0,19
PAYMENT,8248.66,452.0,0.0,0.0,0.0,12
CASH_OUT,243181.19,0.0,0.0,1528709.4,1771890.5,17
TRANSFER,134681.88,0.0,0.0,3671301.5,3805983.2,17
PAYMENT,35388.85,8649.32,0.0,0.0,0.0,12
CASH_OUT,67856.39,15825.0,0.0,0.0,67856.39,17
TRANSFER,314790.5,22105.0,0.0,0.0,314790.5,21
PAYMENT,97202.81,0.0,0.0,0.0,0.0,23
PAYMENT,37258.72,12336.0,0.0,0.0,0.0,12
PAYMENT,391.66,0.0,0.0,0.0,0.0,12
CASH_OUT,265420.28,62909.0,0.0,79221.09,344641.38,18
PAYMENT,17097.17,79292.0,62194.83,0.0,0.0,13
