type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,isFraud
CASH_OUT,150560.02,274773.7,124213.69,3049941.0,3200501.0,17,0
CASH_IN,446099.94,52014.0,498113.94,69491.39,0.0,10,0
PAYMENT,3694.05,5980.0,2285.95,0.0,0.0,21,0
CASH_OUT,162591.2,39604.0,0.0,743026.8,905618.06,10,0
CASH_OUT,370530.16,0.0,0.0,768268.56,1138798.8,21,0
TRANSFER,473213.62,0.0,0.0,6349478.5,6822692.0,12,0
CASH_OUT,100478.79,0.0,0.0,5820440.5,5920919.5,19,0
PAYMENT,3811.58,0.0,0.0,0.0,0.0,20,0
CASH_OUT,160966.38,30250.0,0.0,8566568.0,8987811.0,9,0
CASH_OUT,24946.16,258570.98,233624.83,7338246.5,7363193.0,17,0
CASH_IN,99024.38,12680022.0,12779047.0,249720.22,150695.84,10,0
PAYMENT,22288.67,48810.0,26521.33,0.0,0.0,15,0
PAYMENT,4846.49,13094.0,8247.51,0.0,0.0,20,0
PAYMENT,13882.19,0.0,0.0,0.0,0.0,16,0
PAYMENT,11889.54,336137.84,324248.3,0.0,0.0,14,0
CASH_OUT,255567.06,12565.0,0.0,0.0,255567.06,14,0
CASH_OUT,258026.22,102751.0,0.0,462617.03,720643.25,19,0
CASH_IN,17509.84,0.0,17509.84,608304.1,590794.3,16,0
CASH_IN,143613.16,281950.0,425563.16,0.0,0.0,12,0
PAYMENT,18772.93,10683.0,0.0,0.0,0.0,20,0
DEBIT,635.89,85817.0,85181.11,205004.9,205640.8,16,0
CASH_OUT,202106.4,131900.95,0.0,824891.8,1026998.2,17,0
CASH_IN,210172.02,3972639.2,4182811.2,1295634.9,1085462.9,11,0
PAYMENT,21900.24,29953.0,8052.76,0.0,0.0,20,0
CASH_OUT,147205.77,15520.0,0.0,3700012.5,3847218.2,17,0
CASH_IN,319793.5,2636738.0,2956531.5,3282446.2,2962652.8,11,0
CASH_OUT,115618.88,14043.65,0.0,526188.4,641807.25,18,0
CASH_IN,20312.45,3184291.0,3204603.5,128165.0,91817.0,10,0
CASH_OUT,85490.71,1690.0,0.0,902070.7,987561.4,20,0
PAYMENT,3586.13,468172.97,464586.84,0.0,0.0,17,0
CASH_OUT,60629.66,31227.0,0.0,0.0,60629.66,10,0
PAYMENT,7034.41,0.0,0.0,0.0,0.0,17,0
CASH_OUT,53275.55,0.0,0.0,249320.03,302595.6,15,0
PAYMENT,26956.35,27669.0,712.65,0.0,0.0,13,0
TRANSFER,740788.4,0.0,0.0,897764.25,1638552.6,19,0
CASH_OUT,113720.77,19891.0,0.0,187430.12,301150.9,16,0
CASH_OUT,41136.14,0.0,0.0,571521.1,612657.25,9,0
PAYMENT,11999.45,222810.92,210811.45,0.0,0.0,9,0
PAYMENT,5311.79,44701.0,39389.21,0.0,0.0,18,0
PAYMENT,16756.19,3227.53,0.0,0.0,0.0,22,0
CASH_IN,544775.1,1216.0,545991.1,0.0,0.0,16,0
CASH_OUT,193898.6,19819.0,0.0,2131289.2,2325187.8,11,0
CASH_IN,206354.89,180822.77,387177.66,1362042.9,1155688.0,19,0
CASH_IN,117858.68,4412911.5,4530770.5,125322.02,7463.34,10,0
TRANSFER,225917.78,0.0,0.0,640737.56,866655.3,18,0
TRANSFER,223959.95,0.0,0.0,428616.38,652576.3,17,0
CASH_OUT,165980.19,30126.92,0.0,11411773.0,11577753.0,13,0
CASH_OUT,160760.7,0.0,0.0,364397.4,525158.1,18,0
PAYMENT,3737.5,0.0,0.0,0.0,0.0,14,0
PAYMENT,35087.23,502142.38,467055.12,0.0,0.0,14,0
CASH_IN,154600.94,8288542.0,8443143.0,371578.8,216977.86,10,0
CASH_OUT,178543.42,0.0,0.0,1008055.8,1186599.2,15,0
TRANSFER,1401589.6,3478.99,0.0,5413669.5,6815259.0,13,0
CASH_OUT,182125.62,464.0,0.0,0.0,182125.62,19,0
CASH_OUT,32308.1,53234.0,20925.9,110319.97,142628.06,17,0
PAYMENT,7270.76,158.0,0.0,0.0,0.0,17,0
CASH_OUT,78344.83,0.0,0.0,135456.94,213801.77,14,0
PAYMENT,2008.77,25348.0,23339.23,0.0,0.0,21,0
CASH_IN,224801.5,31908.0,256709.5,8101661.0,7876859.5,17,0
CASH_IN,26076.77,296.0,26372.77,0.0,0.0,17,0
PAYMENT,2649.02,0.0,0.0,0.0,0.0,0,0
CASH_IN,155195.86,16787.0,171982.86,560091.5,404895.66,11,0
CASH_OUT,71443.65,0.0,0.0,1653518.2,1724961.9,19,0
CASH_OUT,127606.52,75311.0,0.0,33072.34,160678.86,14,0
PAYMENT,8662.19,0.0,0.0,0.0,0.0,9,0
PAYMENT,11000.99,323792.75,312791.75,0.0,0.0,0,0
CASH_IN,14176.97,2956043.5,2970220.2,434937.25,420760.28,10,0
PAYMENT,7534.82,0.0,0.0,0.0,0.0,17,0
PAYMENT,23126.27,171992.52,148866.25,0.0,0.0,15,0
CASH_OUT,169530.88,215314.0,45783.12,920003.75,1089534.6,18,0
CASH_IN,62742.9,4640157.0,4702900.0,577307.75,1245862.5,12,0
CASH_IN,165229.95,4826425.5,4991655.5,447571.2,282341.22,20,0
CASH_IN,5709.44,733419.0,739128.44,0.0,0.0,18,0
TRANSFER,573682.25,0.0,0.0,3194375.5,3768057.8,19,0
TRANSFER,2737302.8,0.0,0.0,2933728.5,5671031.5,9,0
CASH_OUT,179698.56,0.0,0.0,382379.12,562077.7,14,0
CASH_IN,77443.26,2676163.0,2753606.2,271481.38,194038.11,10,0
PAYMENT,1690.08,141137.34,139447.28,0.0,0.0,17,0
CASH_IN,253524.06,24015.0,277539.06,0.0,0.0,9,0
CASH_OUT,155652.28,0.0,0.0,577704.75,733357.0,11,0
TRANSFER,2320847.0,279248.78,0.0,3465760.0,5786607.0,11,0
PAYMENT,12290.76,135744.69,123453.92,0.0,0.0,19,0
CASH_IN,159642.72,382685.7,542328.4,472534.03,312891.3,17,0
CASH_OUT,9347.82,0.0,0.0,5695987.0,5705334.5,11,0
CASH_OUT,221919.19,0.0,0.0,244218.7,466137.88,19,0
PAYMENT,29465.17,0.0,0.0,0.0,0.0,19,0
CASH_IN,295475.75,8004829.0,8300304.5,1471965.8,1176490.0,13,0
CASH_OUT,214842.31,0.0,0.0,741161.94,956004.25,0,0
CASH_OUT,98379.05,104927.0,6547.95,66226.72,164605.77,14,0
CASH_OUT,100538.75,0.0,0.0,1711979.9,1812518.6,12,0
CASH_OUT,538933.5,100222.0,0.0,447044.53,985978.06,15,0
CASH_OUT,179512.53,1004.0,0.0,633853.06,813365.56,10,0
CASH_OUT,165206.45,0.0,0.0,3048066.0,3213272.5,13,0
CASH_IN,23705.86,20944.0,44649.86,315490.6,291784.75,19,0
CASH_OUT,250499.55,140.0,0.0,171767.44,422266.97,17,0
CASH_IN,68805.14,282557.0,351362.12,53187.78,0.0,18,0
TRANSFER,6365.19,0.0,0.0,198795.94,205161.12,15,0
CASH_OUT,192565.8,0.0,0.0,500684.3,693250.1,11,0
CASH_OUT,16968.21,0.0,0.0,51732.48,68700.7,19,0
CASH_OUT,211086.97,0.0,0.0,470704.12,681791.06,12,0
CASH_OUT,121886.69,150499.0,28612.31,40394.73,162281.42,19,0
CASH_IN,27288.04,11655894.0,11683182.0,473274.12,445986.1,11,0
CASH_IN,76353.12,1406819.2,1483172.4,2494843.0,2418490.0,20,0
PAYMENT,1301.85,0.0,0.0,0.0,0.0,17,0
CASH_IN,262475.12,10052.0,272527.12,0.0,0.0,10,0
CASH_IN,414076.38,1226213.4,1640289.8,2795155.5,2381079.2,23,0
PAYMENT,1600.32,40142.0,38541.68,0.0,0.0,15,0
CASH_IN,240578.83,22414.0,262992.84,6656216.0,6415637.5,20,0
PAYMENT,604.08,21237.0,20632.92,0.0,0.0,9,0
TRANSFER,702019.2,147.0,0.0,0.0,702019.2,15,0
PAYMENT,3066.31,0.0,0.0,0.0,0.0,9,0
PAYMENT,13190.64,42529.75,29339.1,0.0,0.0,11,0
CASH_IN,100401.87,4315781.5,4416183.5,104964.89,4563.02,15,0
CASH_OUT,168652.84,102191.0,0.0,4523573.0,4692226.0,19,0
TRANSFER,1014542.4,0.0,0.0,4404050.0,5418592.5,22,0
CASH_OUT,759000.7,250373.0,0.0,2139107.0,2902323.8,11,0
PAYMENT,3605.55,102137.0,98531.45,0.0,0.0,19,0
CASH_OUT,36306.79,230536.0,194229.2,0.0,36306.79,20,0
CASH_OUT,169666.6,11104.0,0.0,661235.56,830902.1,11,0
TRANSFER,545833.06,0.0,0.0,3850577.5,4396410.5,11,0
CASH_IN,51091.74,8474354.0,8525446.0,1317058.2,1265966.5,11,0
CASH_IN,104595.78,4076852.8,4181448.5,107790.1,3194.33,9,0
CASH_IN,20085.43,8798615.0,8818700.0,240927.44,220842.0,18,0
CASH_IN,63616.14,40162.0,103778.14,0.0,0.0,12,0
PAYMENT,1634.53,10572.89,8938.37,0.0,0.0,19,0
PAYMENT,19142.78,23581.0,4438.22,0.0,0.0,17,0
CASH_OUT,278649.97,21164.0,0.0,374707.75,653357.7,18,0
CASH_IN,110660.32,27502.0,138162.31,637063.06,526402.75,11,0
DEBIT,24476.22,14194.0,0.0,821061.1,845537.4,12,0
PAYMENT,20280.85,29286.0,9005.15,0.0,0.0,19,0
TRANSFER,1173291.9,0.0,0.0,12014179.0,13187471.0,14,0
PAYMENT,25412.26,0.0,0.0,0.0,0.0,23,0
PAYMENT,4215.63,8525.7,4310.07,0.0,0.0,20,0
PAYMENT,18610.2,122104.0,103493.8,0.0,0.0,16,0
CASH_OUT,107492.02,0.0,0.0,4082488.5,4189980.5,16,0
CASH_OUT,135609.38,898154.25,762544.9,19471.0,2151103.0,12,0
PAYMENT,259.79,481610.22,481350.4,0.0,0.0,17,0
CASH_OUT,75471.1,0.0,0.0,2942524.2,3017995.2,20,0
CASH_OUT,386130.0,19138.47,0.0,1022400.7,1408530.8,9,0
PAYMENT,45816.15,46542.0,725.85,0.0,0.0,9,0
CASH_OUT,55471.19,10000.0,0.0,0.0,55471.19,9,0
CASH_OUT,64803.13,0.0,0.0,571670.44,636473.56,9,0
CASH_IN,19597.42,1123948.5,1143546.0,222346.56,202749.14,18,0
CASH_OUT,237938.1,22219.0,0.0,8292.83,246230.92,16,0
CASH_OUT,83453.17,0.0,0.0,1425754.9,1509208.1,10,0
CASH_OUT,172632.58,0.0,0.0,327749.03,500381.62,17,0
CASH_OUT,164233.08,0.0,0.0,2445963.0,2610196.0,10,0
CASH_OUT,136551.25,0.0,0.0,782909.4,919460.6,18,0
PAYMENT,5847.61,0.0,0.0,0.0,0.0,16,0
CASH_OUT,178719.62,0.0,0.0,181975.78,360695.4,18,0
CASH_OUT,86115.92,0.0,0.0,458558.38,544674.3,17,0
CASH_OUT,3067.84,0.0,0.0,391498.38,394566.22,12,0
PAYMENT,32463.66,0.0,0.0,0.0,0.0,10,0
CASH_OUT,61676.63,0.0,0.0,617295.7,678972.3,10,0
PAYMENT,12231.36,227061.56,214830.2,0.0,0.0,12,0
CASH_IN,217416.66,2301262.0,2518678.8,934047.4,716630.7,16,0
PAYMENT,23387.04,93724.84,70337.8,0.0,0.0,9,0
CASH_IN,82959.19,191432.33,274391.53,6172749.0,6089789.5,18,0
TRANSFER,373450.22,90087.0,0.0,0.0,373450.22,17,0
CASH_IN,200827.12,112.0,200939.12,0.0,0.0,13,0
PAYMENT,16134.88,8292.92,0.0,0.0,0.0,21,0
CASH_OUT,445618.2,0.0,0.0,4791473.5,5237091.5,21,0
PAYMENT,2076.05,12500.0,10423.95,0.0,0.0,15,0
PAYMENT,10575.88,60455.0,49879.12,0.0,0.0,20,0
PAYMENT,932.83,7460.35,6527.52,0.0,0.0,15,0
PAYMENT,16944.24,0.0,0.0,0.0,0.0,15,0
CASH_IN,198975.62,17611496.0,17810472.0,555335.06,356359.44,20,0
CASH_IN,44010.3,3922785.5,3966795.8,1526241.6,1482231.4,13,0
PAYMENT,5176.54,0.0,0.0,0.0,0.0,18,0
CASH_OUT,34862.03,0.0,0.0,527016.4,561878.4,18,0
CASH_OUT,12162.9,17712.68,5549.78,125740.25,137903.16,22,0
CASH_OUT,205557.77,0.0,0.0,1016190.4,1221748.1,20,0
TRANSFER,1660275.2,0.0,0.0,2566708.8,4226984.0,10,0
PAYMENT,29064.46,0.0,0.0,0.0,0.0,13,0
PAYMENT,279.23,40178.0,39898.77,0.0,0.0,23,0
PAYMENT,204.56,20800.0,20595.44,0.0,0.0,10,0
CASH_OUT,288477.8,0.0,0.0,443795.12,732272.94,15,0
CASH_OUT,186847.31,91357.0,0.0,0.0,186847.31,18,0
PAYMENT,1214.02,57155.0,55940.98,0.0,0.0,15,0
PAYMENT,2070.26,30547.0,28476.74,0.0,0.0,0,0
TRANSFER,630811.94,51604.0,0.0,91567.47,722379.4,20,0
CASH_IN,72673.93,78363.0,151036.94,52961.05,0.0,13,0
TRANSFER,264014.62,0.0,0.0,1707772.4,1971787.0,13,0
PAYMENT,8087.32,101335.0,93247.68,0.0,0.0,12,0
CASH_IN,219283.19,1474.0,220757.19,0.0,0.0,20,0
PAYMENT,1970.48,11239.0,9268.52,0.0,0.0,18,0
CASH_OUT,55306.92,32202.0,0.0,4897.77,60204.7,12,0
CASH_OUT,136956.3,101.0,0.0,403179.25,540135.5,18,0
PAYMENT,3262.07,59721.0,56458.93,0.0,0.0,19,0
CASH_OUT,64216.54,881193.1,816976.6,0.0,64216.54,13,0
PAYMENT,12720.12,0.0,0.0,0.0,0.0,20,0
PAYMENT,4806.39,5883.0,1076.61,0.0,0.0,16,0
PAYMENT,774.85,15496.0,14721.15,0.0,0.0,23,0
PAYMENT,5502.95,0.0,0.0,0.0,0.0,10,0
TRANSFER,403402.03,20847.0,0.0,1122423.8,1525825.9,15,0
CASH_OUT,259631.94,27809.49,0.0,2246528.2,2506160.2,12,0
PAYMENT,7907.16,0.0,0.0,0.0,0.0,22,0
CASH_IN,456607.2,5077.0,461684.2,20974.72,0.0,12,0
CASH_OUT,97823.78,0.0,0.0,721741.8,819565.6,9,0
CASH_OUT,55943.07,0.0,0.0,101457.74,157400.81,19,0
CASH_OUT,267271.62,0.0,0.0,6571425.0,6838697.0,10,0
CASH_OUT,26010.77,30623.0,4612.23,0.0,26010.77,12,0
CASH_OUT,117316.84,21703.0,0.0,1354245.2,1471562.0,18,0
PAYMENT,6054.55,0.0,0.0,0.0,0.0,23,0
PAYMENT,6779.16,3181.0,0.0,0.0,0.0,12,0
CASH_OUT,236301.28,10432.0,0.0,800746.1,1037047.44,16,0
CASH_OUT,239980.3,0.0,0.0,10734763.0,11034979.0,21,0
PAYMENT,5897.83,11193.0,5295.17,0.0,0.0,22,0
TRANSFER,1923296.1,238939.45,0.0,12765365.0,14688661.0,10,0
CASH_IN,176451.44,2897343.8,3073795.0,266275.5,89824.07,18,0
PAYMENT,14440.02,4583.0,0.0,0.0,0.0,9,0
PAYMENT,9131.29,683.0,0.0,0.0,0.0,21,0
CASH_OUT,117644.43,8122.0,0.0,111200.44,228844.88,20,0
PAYMENT,5359.37,219205.0,213845.62,0.0,0.0,11,0
PAYMENT,9118.98,0.0,0.0,0.0,0.0,21,0
CASH_IN,257884.92,287.0,258171.92,767187.5,509302.53,20,0
PAYMENT,1959.25,0.0,0.0,0.0,0.0,20,0
CASH_OUT,63468.15,8642.0,0.0,0.0,63468.15,16,0
PAYMENT,6708.15,0.0,0.0,0.0,0.0,17,0
PAYMENT,13158.05,0.0,0.0,0.0,0.0,11,0
PAYMENT,23707.24,89653.0,65945.76,0.0,0.0,15,0
TRANSFER,2753284.0,0.0,0.0,13358947.0,16097760.0,9,0
TRANSFER,1051563.9,0.0,0.0,4928036.5,5979600.5,22,0
TRANSFER,919800.75,0.0,0.0,1005584.1,1925384.9,12,0
PAYMENT,24172.57,31943.0,7770.43,0.0,0.0,11,0
PAYMENT,7516.34,50254.0,42737.66,0.0,0.0,21,0
CASH_IN,166666.58,108669.0,275335.6,0.0,919105.75,11,0
PAYMENT,2363.96,172143.56,169779.61,0.0,0.0,20,0
CASH_OUT,52517.0,23710.0,0.0,0.0,52517.0,18,0
TRANSFER,290945.2,0.0,0.0,2049306.8,2340252.0,17,0
CASH_IN,306973.03,10695123.0,11002096.0,1277023.5,970050.44,12,0
CASH_IN,244373.92,21101566.0,21345940.0,2653140.0,2408766.2,23,0
PAYMENT,6903.01,34866.7,27963.69,0.0,0.0,14,0
CASH_IN,71196.41,980.0,72176.41,0.0,0.0,19,0
CASH_IN,438267.44,48085.0,486352.44,0.0,0.0,14,0
CASH_IN,92368.91,197494.0,289862.9,2317590.0,2225221.2,16,0
CASH_OUT,138278.7,0.0,0.0,998797.1,1137075.9,21,0
CASH_OUT,49023.64,0.0,0.0,1004433.3,1053456.9,19,0
CASH_IN,72319.99,679983.3,752303.3,487562.38,415242.38,19,0
CASH_OUT,77756.99,395355.38,317598.38,2204177.5,2281934.5,11,0
PAYMENT,19276.61,72468.0,53191.39,0.0,0.0,16,0
CASH_OUT,110628.03,0.0,0.0,441116.5,551744.5,12,0
TRANSFER,388899.28,0.0,0.0,520162.72,909062.0,20,0
PAYMENT,2822.68,0.0,0.0,0.0,0.0,15,0
PAYMENT,1425.33,148185.0,146759.67,0.0,0.0,20,0
CASH_IN,417778.3,5950216.5,6367995.0,6643853.5,6226075.0,10,0
CASH_OUT,5100.63,0.0,0.0,1455844.0,1184058.6,14,0
CASH_OUT,4038.87,0.0,0.0,19981.47,24020.34,12,0
TRANSFER,230732.12,0.0,0.0,3574252.8,3804985.0,11,0
PAYMENT,29817.04,692.0,0.0,0.0,0.0,15,0
TRANSFER,26178.7,7008.0,0.0,624498.4,650677.06,21,0
CASH_OUT,318297.84,0.0,0.0,988954.56,1307252.4,3,0
CASH_IN,23637.74,8838214.0,8861852.0,252166.94,228529.2,13,0
TRANSFER,1723304.8,175527.0,0.0,127354.01,1850658.8,9,0
PAYMENT,4337.4,72213.08,67875.68,0.0,0.0,20,0
CASH_OUT,257220.44,0.0,0.0,966464.44,1223684.9,21,0
CASH_OUT,114828.9,45617.39,0.0,1903449.4,2018278.2,14,0
PAYMENT,13184.92,16073.0,2888.08,0.0,0.0,13,0
CASH_OUT,102473.54,0.0,0.0,966596.2,1069069.8,12,0
CASH_OUT,12705.56,0.0,0.0,1377735.4,1390441.0,20,0
CASH_OUT,37493.69,0.0,0.0,452647.94,490141.62,17,0
TRANSFER,453943.12,0.0,0.0,1227724.9,1681668.0,17,0
CASH_OUT,267871.66,577822.9,309951.2,1995481.6,2263353.2,11,0
CASH_OUT,294606.03,0.0,0.0,2914491.5,3209097.5,11,0
CASH_IN,275763.22,1007324.3,1283087.5,5109597.0,4833833.5,19,0
TRANSFER,79433.22,39776.0,0.0,47586.6,127019.82,20,0
CASH_OUT,197941.92,0.0,0.0,3012700.5,3210642.5,14,0
CASH_IN,181819.31,1590340.8,1772160.0,340722.34,158903.05,5,0
PAYMENT,8376.05,328.0,0.0,0.0,0.0,10,0
CASH_IN,129506.97,680718.5,810225.44,700430.94,570923.94,19,0
PAYMENT,241.54,0.0,0.0,0.0,0.0,18,0
TRANSFER,59898.24,0.0,0.0,661897.3,721795.56,14,0
CASH_OUT,164807.14,0.0,0.0,2251491.2,2416298.5,11,0
CASH_OUT,115142.37,0.0,0.0,2036763.6,2151906.0,11,0
CASH_IN,8581.68,3823998.5,3832580.2,52688.86,44107.18,18,0
TRANSFER,299135.47,366880.66,67745.19,510384.25,809519.75,18,0
CASH_OUT,50618.24,0.0,0.0,390803.44,441421.66,16,0
CASH_OUT,152497.88,0.0,0.0,596978.3,996436.5,13,0
CASH_OUT,234882.47,194876.25,0.0,12949877.0,12999888.0,16,0
CASH_OUT,83814.31,0.0,0.0,1124843.0,1208657.4,18,0
TRANSFER,536426.56,0.0,0.0,3367389.8,3903816.5,14,0
CASH_OUT,175102.62,10772.0,0.0,52082.86,227185.48,12,0
CASH_IN,66628.77,4458383.5,4525012.5,5396048.5,5329419.5,15,0
PAYMENT,15698.44,101487.89,85789.46,0.0,0.0,10,0
CASH_OUT,753377.8,0.0,0.0,1190605.2,1943983.0,21,0
PAYMENT,2171.42,0.0,0.0,0.0,0.0,23,0
CASH_OUT,338647.78,0.0,0.0,1911099.9,2249747.5,20,0
CASH_OUT,74464.89,0.0,0.0,5552860.5,5719043.0,13,0
CASH_IN,3985.09,2595334.2,2599319.5,2416729.2,2412744.0,13,0
CASH_IN,37717.0,112712.0,150429.0,0.0,0.0,17,0
CASH_IN,25039.61,460386.0,485425.62,0.0,0.0,11,0
CASH_IN,408421.28,602349.0,1010770.25,3117196.5,2708775.2,12,0
CASH_IN,137454.77,1800112.5,1937567.2,244998.52,107543.74,14,0
CASH_OUT,90246.26,28271.0,0.0,15752200.0,15842446.0,22,0
CASH_OUT,100757.97,0.0,0.0,1284045.6,1384803.6,13,0
PAYMENT,6024.61,0.0,0.0,0.0,0.0,15,0
CASH_OUT,73479.71,0.0,0.0,457172.88,530652.56,14,0
CASH_OUT,102249.61,0.0,0.0,1288075.1,1390324.8,9,0
CASH_OUT,218543.38,96381.0,0.0,0.0,218543.38,18,0
CASH_IN,177553.48,50087.0,227640.48,3803118.5,3625565.0,9,0
CASH_IN,31383.79,19877.0,51260.79,0.0,0.0,10,0
PAYMENT,1001.38,81582.0,80580.62,0.0,0.0,21,0
PAYMENT,18635.17,0.0,0.0,0.0,0.0,12,0
PAYMENT,19395.16,0.0,0.0,0.0,0.0,17,0
PAYMENT,1379.86,29855.32,28475.46,0.0,0.0,20,0
CASH_OUT,68553.18,25378.0,0.0,0.0,68553.18,14,0
TRANSFER,571558.0,1915.0,0.0,1158756.1,1730314.2,19,0
CASH_OUT,394008.28,0.0,0.0,512148.66,906156.94,16,0
CASH_OUT,61066.59,0.0,0.0,823784.8,1273254.0,18,0
TRANSFER,290211.25,290211.25,0.0,0.0,0.0,11,1
PAYMENT,12613.88,76.0,0.0,0.0,0.0,20,0
PAYMENT,1028.79,0.0,0.0,0.0,0.0,14,0
CASH_IN,82456.95,164600.39,247057.34,1739010.9,1656553.9,19,0
CASH_IN,298843.2,394409.34,693252.5,1166740.4,867897.2,13,0
PAYMENT,12009.88,167220.34,155210.47,0.0,0.0,16,0
PAYMENT,5641.19,120994.0,115352.81,0.0,0.0,19,0
CASH_OUT,97445.77,0.0,0.0,1419154.1,1516599.9,12,0
PAYMENT,18467.87,10609.0,0.0,0.0,0.0,9,0
CASH_OUT,272401.56,28959.0,0.0,282091.44,554493.0,19,0
CASH_OUT,268402.72,13926.36,0.0,773902.4,1042305.06,22,0
TRANSFER,689093.0,50453.0,0.0,0.0,689093.0,0,0
CASH_IN,62221.1,25224.0,87445.1,2395885.0,2333664.0,10,0
PAYMENT,6349.53,79521.63,73172.11,0.0,0.0,12,0
CASH_OUT,159074.56,199019.94,39945.38,279199.28,438273.84,11,0
PAYMENT,750.3,21809.0,21058.7,0.0,0.0,9,0
CASH_OUT,304905.7,0.0,0.0,888991.56,1193897.2,11,0
CASH_IN,170532.16,3099164.2,3269696.5,365432.28,323253.3,8,0
TRANSFER,348057.1,15642.0,0.0,0.0,348057.1,20,0
CASH_IN,219282.19,27722306.0,27941588.0,234165.83,14883.65,10,0
PAYMENT,67194.62,443227.7,376033.1,0.0,0.0,15,0
CASH_OUT,365263.78,0.0,0.0,1684189.1,2049452.9,19,0
CASH_IN,84770.36,10280304.0,10365074.0,539649.06,454878.7,9,0
PAYMENT,1539.4,0.0,0.0,0.0,0.0,18,0
PAYMENT,54096.29,0.0,0.0,0.0,0.0,12,0
CASH_OUT,298911.5,475358.0,176446.52,994676.4,1293587.9,10,0
PAYMENT,27600.19,66509.0,38908.81,0.0,0.0,17,0
CASH_OUT,238396.2,0.0,0.0,5217366.5,5455762.5,12,0
PAYMENT,9075.0,50425.0,41350.0,0.0,0.0,21,0
CASH_OUT,183475.52,33114.0,0.0,5192158.0,5287188.5,20,0
CASH_OUT,13324.2,0.0,0.0,2166666.2,2179990.5,18,0
CASH_OUT,144524.9,119481.0,0.0,84057.41,228582.31,15,0
PAYMENT,4283.75,109932.0,105648.25,0.0,0.0,14,0
PAYMENT,7835.67,0.0,0.0,0.0,0.0,10,0
CASH_OUT,136954.95,115651.0,0.0,0.0,136954.95,13,0
CASH_OUT,278251.9,0.0,0.0,634580.75,912832.7,17,0
CASH_IN,67594.5,20899.0,88493.5,0.0,0.0,23,0
TRANSFER,1353587.9,6068.0,0.0,1393045.0,2746632.8,14,0
CASH_OUT,245136.48,164692.19,0.0,4477998.0,4723134.5,16,0
TRANSFER,254612.17,0.0,0.0,389395.97,28870.28,20,0
CASH_IN,175306.69,9916878.0,10092185.0,5596822.5,5421515.5,23,0
CASH_IN,192239.95,41485.0,233724.95,2482180.5,2289940.5,17,0
PAYMENT,269.89,0.0,0.0,0.0,0.0,16,0
PAYMENT,3637.96,48077.0,44439.04,0.0,0.0,12,0
PAYMENT,17311.03,0.0,0.0,0.0,0.0,12,0
PAYMENT,5719.39,143.0,0.0,0.0,0.0,8,0
CASH_OUT,305289.38,0.0,0.0,404801.12,710090.5,18,0
PAYMENT,9380.9,0.0,0.0,0.0,0.0,13,0
PAYMENT,6695.31,0.0,0.0,0.0,0.0,14,0
PAYMENT,528.93,2911.0,2382.07,0.0,0.0,14,0
CASH_OUT,14772.53,0.0,0.0,142910.1,157682.62,16,0
CASH_OUT,116303.93,0.0,0.0,3803634.5,3919938.2,16,0
CASH_OUT,28361.44,960431.0,932069.56,0.0,28361.44,16,0
PAYMENT,15674.75,16261.0,586.25,0.0,0.0,10,0
PAYMENT,7532.65,17319.0,9786.35,0.0,0.0,21,0
PAYMENT,18876.65,100828.0,81951.35,0.0,0.0,8,0
CASH_OUT,110710.91,0.0,0.0,2027185.5,2137896.5,16,0
CASH_OUT,145417.11,105058.0,0.0,4013829.2,4159246.2,16,0
CASH_IN,42926.94,2744680.0,2787607.0,102584.12,198577.9,8,0
CASH_OUT,373332.03,61301.0,0.0,432076.2,805408.2,12,0
CASH_IN,292247.88,777.0,293024.88,1684372.8,1392124.9,10,0
PAYMENT,2092.41,318856.9,316764.5,0.0,0.0,20,0
CASH_OUT,358884.16,19974.0,0.0,19334.49,378218.66,11,0
CASH_OUT,60267.03,0.0,0.0,718211.3,778478.3,19,0
CASH_IN,473651.47,15586.0,489237.47,2517810.0,2044158.6,14,0
CASH_IN,168912.5,4184697.2,4353610.0,1060928.2,892015.75,11,0
CASH_OUT,71373.0,197094.7,125721.72,618052.94,689425.94,16,0
CASH_OUT,75211.5,0.0,0.0,6560733.0,6635944.5,21,0
CASH_OUT,161649.2,0.0,0.0,4197961.0,4359610.5,19,0
PAYMENT,7172.91,1838.0,0.0,0.0,0.0,23,0
CASH_OUT,303919.22,0.0,0.0,334927.84,638847.06,16,0
CASH_IN,109838.43,13684858.0,13794697.0,504926.88,395088.44,17,0
CASH_OUT,387559.2,38012.0,0.0,182319.73,569878.94,10,0
CASH_OUT,250245.69,0.0,0.0,538947.9,789193.56,21,0
CASH_OUT,30460.11,0.0,0.0,794878.0,825338.1,18,0
CASH_OUT,174608.9,50583.0,0.0,0.0,174608.9,9,0
CASH_OUT,641865.3,0.0,0.0,1151724.9,1793590.2,14,0
PAYMENT,440.53,0.0,0.0,0.0,0.0,9,0
CASH_IN,311705.16,26345778.0,26657482.0,1193388.8,881683.6,17,0
TRANSFER,1134515.9,0.0,0.0,1399740.2,2534256.0,12,0
CASH_IN,148669.66,274021.0,422690.66,43106.26,0.0,17,0
PAYMENT,20873.87,3852.89,0.0,0.0,0.0,22,0
CASH_IN,283017.5,998396.0,1281413.5,4797754.0,4514736.5,17,0
CASH_OUT,208870.56,0.0,0.0,23291752.0,23500624.0,15,0
